YW_WILTY_EP56_lie18,deception,female
YW_WILTY_EP56_lie19,deception,female
SB_WILTY_EP29_lie2,deception,male
SB_WILTY_EP29_lie3,deception,male
SB_WILTY_EP29_truth1,truth,male
SB_WILTY_EP29_truth2,truth,male
SB_WILTY_EP29_truth3,truth,male
SB_WILTY_EP29_lie8,deception,male
SB_WILTY_EP29_lie9,deception,male
SB_WILTY_EP29_truth4,truth,male
SB_WILTY_EP29_truth7,truth,male
SB_WILTY_EP29_lie10,deception,male
SB_WILTY_EP30_lie1,deception,male
SB_WILTY_EP30_lie2,deception,male
SB_WILTY_EP30_lie3,deception,male
SB_WILTY_EP30_truth1,truth,male
SB_WILTY_EP30_truth2,truth,male
SB_WILTY_EP30_truth4,truth,male
SB_WILTY_EP30_truth5,truth,male
SB_WILTY_EP30_truth7,truth,male
SB_WILTY_EP30_lie5,deception,female
SB_WILTY_EP30_lie7,deception,female
SB_WILTY_EP30_lie8,deception,female
SB_WILTY_EP30_lie12,deception,male
SB_WILTY_EP30_lie14,deception,male
SB_WILTY_EP30_lie16,deception,male
SB_WILTY_EP30_lie17,deception,male
SB_WILTY_EP30_truth12,truth,male
SB_WILTY_EP30_truth13,truth,male
SB_WILTY_EP30_lie18,deception,male
SB_WILTY_EP30_lie21,deception,male
SB_WILTY_EP30_lie22,deception,male
SB_WILTY_EP30_lie23,deception,male
SB_WILTY_EP30_lie27,deception,male
SB_WILTY_EP31_lie1,deception,male
SB_WILTY_EP31_lie2,deception,male
SB_WILTY_EP31_lie3,deception,male
SB_WILTY_EP31_lie4,deception,male
SB_WILTY_EP31_truth1,truth,male
SB_WILTY_EP31_truth2,truth,male
SB_WILTY_EP31_truth4,truth,male
SB_WILTY_EP31_truth5,truth,male
SB_WILTY_EP31_truth6,truth,female
SB_WILTY_EP31_truth7,truth,female
SB_WILTY_EP31_lie5,deception,male
SB_WILTY_EP31_truth8,truth,male
SB_WILTY_EP31_lie6,deception,female
SB_WILTY_EP31_lie7,deception,male
SB_WILTY_EP32_truth2,truth,male
SB_WILTY_EP32_truth3,truth,male
SB_WILTY_EP32_lie6,deception,female
SB_WILTY_EP32_lie7,deception,female
SB_WILTY_EP32_lie9,deception,male
SB_WILTY_EP32_lie10,deception,male
SB_WILTY_EP32_lie12,deception,male
SB_WILTY_EP32_lie13,deception,male
SB_WILTY_EP32_lie14,deception,male
SB_WILTY_EP32_lie15,deception,male
SB_WILTY_EP33_lie2,deception,male
SB_WILTY_EP33_lie3,deception,male
SB_WILTY_EP33_lie4,deception,female
SB_WILTY_EP33_truth1,truth,male
SB_WILTY_EP33_truth3,truth,male
SB_WILTY_EP34_lie1,deception,male
SB_WILTY_EP34_lie2,deception,male
SB_WILTY_EP34_lie4,deception,male
SB_WILTY_EP34_lie6,deception,male
SB_WILTY_EP34_lie7,deception,male
SB_WILTY_EP34_lie9,deception,male
SB_WILTY_EP34_truth1,truth,male
SB_WILTY_EP34_truth2,truth,male
SB_WILTY_EP34_truth3,truth,male
SB_WILTY_EP34_truth4,truth,male
SB_WILTY_EP35_lie1,deception,female
SB_WILTY_EP35_lie2,deception,female
SB_WILTY_EP35_lie3,deception,female
SB_WILTY_EP35_lie4,deception,female
SB_WILTY_EP35_truth6,truth,male
SB_WILTY_EP35_truth7,truth,male
SB_WILTY_EP35_truth8,truth,male
SB_WILTY_EP35_truth9,truth,male
SB_WILTY_EP35_truth10,truth,male
SB_WILTY_EP35_truth11,truth,male
SB_WILTY_EP35_lie5,deception,male
SB_WILTY_EP35_lie8,deception,male
SB_WILTY_EP36_lie1,deception,female
SB_WILTY_EP36_truth1,truth,male
SB_WILTY_EP36_lie2,deception,male
SB_WILTY_EP36_lie3,deception,female
SB_WILTY_EP36_lie4,deception,female
SB_WILTY_EP36_truth2,truth,male
SB_WILTY_EP36_lie6,deception,male
SB_WILTY_EP36_lie8,deception,male
SB_WILTY_EP36_truth3,truth,male
SB_WILTY_EP36_truth4,truth,male
SB_WILTY_EP36_truth5,truth,male
SB_WILTY_EP36_truth6,truth,male
SB_WILTY_EP37_lie1,deception,female
SB_WILTY_EP37_lie2,deception,female
SB_WILTY_EP37_lie3,deception,female
SB_WILTY_EP37_lie4,deception,female
SB_WILTY_EP37_lie5,deception,female
SB_WILTY_EP37_lie6,deception,female
SB_WILTY_EP37_truth2,truth,female
SB_WILTY_EP37_truth4,truth,female
SB_WILTY_EP37_truth8,truth,male
SB_WILTY_EP37_truth9,truth,male
SB_WILTY_EP37_truth11,truth,male
SB_WILTY_EP37_truth12,truth,male
SB_WILTY_EP37_truth14,truth,female
SB_WILTY_EP37_lie7,deception,male
SB_WILTY_EP38_lie1,deception,male
SB_WILTY_EP38_lie2,deception,male
SB_WILTY_EP38_truth1,truth,female
SB_WILTY_EP38_truth2,truth,female
SB_WILTY_EP38_lie6,deception,male
SB_WILTY_EP39_lie1,deception,male
SB_WILTY_EP39_lie2,deception,male
SB_WILTY_EP39_lie3,deception,male
SB_WILTY_EP39_lie5,deception,male
SB_WILTY_EP39_truth1,truth,male
SB_WILTY_EP39_truth2,truth,male
SB_WILTY_EP39_truth3,truth,male
SB_WILTY_EP39_truth4,truth,male
SB_WILTY_EP39_truth5,truth,male
SB_WILTY_EP40_lie1,deception,male
SB_WILTY_EP40_lie2,deception,male
SB_WILTY_EP40_truth1,truth,male
SB_WILTY_EP40_truth2,truth,male
SB_WILTY_EP40_truth3,truth,male
SB_WILTY_EP40_lie6,deception,male
SB_WILTY_EP40_lie8,deception,male
SB_WILTY_EP40_lie9,deception,male
SB_WILTY_EP40_lie10,deception,male
SB_WILTY_EP41_lie2,deception,male
SB_WILTY_EP41_lie3,deception,male
SB_WILTY_EP41_lie4,deception,male
SB_WILTY_EP41_truth1,truth,male
SB_WILTY_EP41_truth3,truth,female
SB_WILTY_EP41_lie5,deception,male
SB_WILTY_EP41_lie6,deception,male
SB_WILTY_EP41_truth4,truth,female
SB_WILTY_EP41_lie7,deception,male
SB_WILTY_EP41_lie8,deception,male
SB_WILTY_EP41_lie9,deception,male
SB_WILTY_EP41_lie11,deception,male
SB_WILTY_EP41_lie12,deception,male
SB_WILTY_EP41_lie14,deception,male
SB_WILTY_EP41_lie15,deception,male
SB_WILTY_EP42_truth1,truth,male
SB_WILTY_EP42_truth3,truth,male
SB_WILTY_EP42_lie1,deception,male
SB_WILTY_EP42_lie2,deception,male
SB_WILTY_EP42_truth5,truth,male
SB_WILTY_EP42_truth8,truth,male
SB_WILTY_EP42_truth9,truth,male
SB_WILTY_EP42_truth12,truth,male
SB_WILTY_EP42_lie4,deception,female
SB_WILTY_EP42_lie5,deception,male
SB_WILTY_EP42_lie6,deception,male
SB_WILTY_EP42_lie8,deception,male
SB_WILTY_EP42_lie10,deception,female
SB_WILTY_EP42_truth15,truth,male
SB_WILTY_EP42_truth18,truth,male
SB_WILTY_EP42_lie11,deception,male
SB_WILTY_EP42_lie12,deception,male
SB_WILTY_EP42_lie18,deception,male
LS_WILTY_EP1_truth1,truth,male
LS_WILTY_EP1_truth3,truth,male
LS_WILTY_EP1_truth5,truth,male
LS_WILTY_EP1_lie2,deception,female
LS_WILTY_EP1_lie3,deception,female
LS_WILTY_EP1_lie5,deception,male
LS_WILTY_EP1_lie6,deception,male
LS_WILTY_EP1_lie7,deception,male
LS_WILTY_EP1_lie8,deception,male
LS_WILTY_EP1_truth6,truth,male
LS_WILTY_EP1_truth7,truth,male
LS_WILTY_EP2_truth1,truth,male
LS_WILTY_EP2_truth2,truth,male
LS_WILTY_EP2_lie6,deception,male
LS_WILTY_EP2_lie7,deception,male
LS_WILTY_EP2_truth5,truth,female
LS_WILTY_EP2_truth7,truth,female
LS_WILTY_EP2_lie8,deception,male
LS_WILTY_EP2_lie9,deception,male
LS_WILTY_EP2_lie10,deception,male
LS_WILTY_EP2_lie11,deception,male
LS_WILTY_EP3_truth2,truth,male
LS_WILTY_EP3_truth4,truth,male
LS_WILTY_EP3_truth5,truth,male
LS_WILTY_EP3_truth6,truth,male
LS_WILTY_EP3_lie3,deception,male
LS_WILTY_EP3_lie5,deception,male
LS_WILTY_EP3_lie7,deception,male
LS_WILTY_EP3_lie8,deception,male
LS_WILTY_EP3_lie9,deception,male
LS_WILTY_EP3_lie11,deception,male
LS_WILTY_EP3_lie12,deception,male
LS_WILTY_EP3_lie13,deception,male
LS_WILTY_EP3_lie14,deception,male
LS_WILTY_EP4_lie1,deception,male
LS_WILTY_EP4_lie2,deception,male
LS_WILTY_EP4_truth1,truth,male
LS_WILTY_EP4_truth2,truth,male
LS_WILTY_EP4_truth3,truth,female
LS_WILTY_EP4_lie4,deception,male
LS_WILTY_EP4_lie6,deception,male
LS_WILTY_EP4_lie7,deception,male
LS_WILTY_EP4_lie8,deception,male
LS_WILTY_EP4_lie9,deception,male
LS_WILTY_EP4_truth6,truth,male
LS_WILTY_EP4_truth10,truth,female
LS_WILTY_EP4_lie10,deception,male
LS_WILTY_EP4_lie12,deception,male
LS_WILTY_EP4_lie15,deception,male
LS_WILTY_EP4_lie16,deception,female
LS_WILTY_EP5_truth1,truth,male
LS_WILTY_EP5_truth7,truth,male
LS_WILTY_EP5_truth8,truth,male
LS_WILTY_EP5_lie2,deception,male
LS_WILTY_EP5_lie3,deception,male
LS_WILTY_EP5_truth9,truth,female
LS_WILTY_EP5_lie6,deception,male
LS_WILTY_EP5_truth10,truth,male
LS_WILTY_EP6_truth2,truth,female
LS_WILTY_EP6_truth4,truth,female
LS_WILTY_EP6_truth5,truth,female
LS_WILTY_EP6_lie1,deception,male
LS_WILTY_EP6_truth7,truth,male
LS_WILTY_EP6_truth8,truth,male
LS_WILTY_EP6_lie6,deception,male
LS_WILTY_EP6_lie7,deception,male
LS_WILTY_EP6_truth10,truth,female
LS_WILTY_EP7_lie3,deception,male
LS_WILTY_EP7_lie5,deception,male
LS_WILTY_EP7_lie7,deception,male
LS_WILTY_EP7_truth3,truth,female
LS_WILTY_EP7_lie8,deception,male
LS_WILTY_EP7_lie9,deception,male
LS_WILTY_EP7_lie11,deception,male
LS_WILTY_EP7_lie13,deception,male
LS_WILTY_EP7_truth6,deception,male
LS_WILTY_EP7_truth7,truth,male
LS_WILTY_EP7_truth9,truth,male
LS_WILTY_EP7_truth11,truth,male
LS_WILTY_EP8_lie1,deception,female
LS_WILTY_EP8_lie3,deception,male
LS_WILTY_EP8_lie4,deception,male
LS_WILTY_EP8_lie5,deception,male
LS_WILTY_EP9_lie1,deception,female
LS_WILTY_EP9_truth3,truth,male
LS_WILTY_EP9_truth4,truth,male
LS_WILTY_EP9_truth5,truth,male
LS_WILTY_EP9_truth6,truth,male
LS_WILTY_EP9_lie8,deception,male
LS_WILTY_EP9_lie9,deception,male
LS_WILTY_EP9_lie11,deception,male
LS_WILTY_EP9_lie17,deception,male
LS_WILTY_EP9_lie20,deception,male
LS_WILTY_EP10_truth1,truth,male
LS_WILTY_EP10_truth3,truth,male
LS_WILTY_EP10_lie1,deception,female
LS_WILTY_EP10_lie2,deception,female
LS_WILTY_EP10_lie8,deception,male
LS_WILTY_EP10_lie9,deception,male
LS_WILTY_EP10_truth5,truth,male
LS_WILTY_EP10_truth6,truth,male
LS_WILTY_EP10_lie11,deception,male
LS_WILTY_EP10_lie12,deception,female
LS_WILTY_EP11_lie1,deception,male
LS_WILTY_EP11_truth1,truth,male
LS_WILTY_EP11_truth3,truth,male
LS_WILTY_EP11_lie2,deception,male
LS_WILTY_EP11_lie3,deception,male
LS_WILTY_EP11_lie6,deception,male
LS_WILTY_EP11_truth6,truth,male
LS_WILTY_EP11_lie7,deception,male
LS_WILTY_EP11_lie10,deception,male
LS_WILTY_EP11_lie12,deception,male
LS_WILTY_EP11_lie14,deception,male
LS_WILTY_EP11_lie16,deception,male
LS_WILTY_EP12_lie1,deception,male
LS_WILTY_EP12_lie5,deception,male
LS_WILTY_EP12_lie7,deception,male
LS_WILTY_EP12_lie8,deception,male
LS_WILTY_EP12_lie10,deception,male
LS_WILTY_EP12_lie13,deception,male
LS_WILTY_EP12_lie16,deception,male
LS_WILTY_EP13_truth1,truth,male
LS_WILTY_EP13_truth2,truth,male
LS_WILTY_EP13_truth3,truth,male
LS_WILTY_EP13_lie2,deception,male
LS_WILTY_EP13_lie3,deception,male
LS_WILTY_EP13_truth4,truth,male
LS_WILTY_EP13_lie7,deception,male
LS_WILTY_EP13_lie8,deception,male
LS_WILTY_EP13_lie10,deception,male
LS_WILTY_EP13_truth6,truth,male
LS_WILTY_EP13_truth7,truth,female
LS_WILTY_EP13_truth8,truth,male
LS_WILTY_EP13_truth9,truth,male
LS_WILTY_EP13_truth10,truth,male
LS_WILTY_EP14_lie1,deception,male
LS_WILTY_EP14_lie2,deception,male
LS_WILTY_EP14_truth2,truth,male
LS_WILTY_EP14_lie4,deception,female
LS_WILTY_EP14_truth7,truth,male
LS_WILTY_EP14_truth9,truth,male
LS_WILTY_EP14_lie11,deception,male
YW_WILTY_EP70_truth6,truth,female
BRI_WILTY_EP58_lie_34,deception,male
BRI_WILTY_EP59_truth_12,truth,male
BRI_WILTY_EP66_truth_13,Truth,Male
BRI_WILTY_EP67_truth_14,Truth,Male
BRI_WILTY_EP59_deception_20,deception,female
BRI_WILTY_EP58_lie_1,deception,male
SJ_WILTY_EP71_true_18,truth,female
BRI_WILTY_EP58_lie_25,deception,male
BRI_WILTY_EP63_lie_25,Deception,Female
BRI_WILTY_EP58_lie_33,deception,male
BRI_WILTY_EP69_truth_23,Truth,Female
BRI_WILTY_EP69_truth_24,Truth,Male
LS_WILTY_EP76_true10,truth,male
BRI_WILTY_EP67_lie_1,Deception,Male
BRI_WILTY_EP57_truth_6,truth,female
SJ_WILTY_EP71_lie_7,deception,male
BRI_WILTY_EP61_truth_13,truth,Female 
BRI_WILTY_EP64_lie_23,Deception,Male 
BRI_WILTY_EP67_truth_15,Truth,Male
BRI_WILTY_EP68_lie_18,Deception,Male
BRI_WILTY_EP63_truth_3,Truth,Female
YW_WILTY_EP70_lie18,deception,male
LS_WILTY_EP75_lie8,lie,male
BRI_WILTY_EP62_lie_24,Deception,Male
BRI_WILTY_EP63_truth_7,Truth,Male
BRI_WILTY_EP58_lie_32,deception,male
BRI_WILTY_EP69_lie_1,Deception,Male
BRI_WILTY_EP63_lie_30,Deception,Female
SJ_WILTY_EP71_lie_8,deception,male
SJ_WILTY_EP71_true_15,truth,female
BRI_WILTY_EP64_truth_19,Truth,Male 
LS_WILTY_EP73_ true14,truth ,female
BRI_WILTY_EP60_lie_17,deception,male
LS_WILTY_EP76_lie16,lie,male
LS_WILTY_EP72_true4,truth ,male 
BRI_WILTY_EP58_truth_9,truth,male
BRI_WILTY_EP69_lie_17,Deception,Male
BRI_WILTY_EP58_truth_11,truth,male
BRI_WILTY_EP69_lie_2,Deception,Male
LS_WILTY_EP73_ lie7,lie,male 
YW_WILTY_EP70_truth11,truth,male
BRI_WILTY_EP59_truth_1,truth,male
BRI_WILTY_EP68_lie_15,Deception,Male
BRI_WILTY_EP60_lie_24,deception,male
BRI_WILTY_EP57_truth_27,truth,male
LS_WILTY_EP75_lie10,lie,male
BRI_WILTY_EP61_truth_34,Truth,Male
LS_WILTY_EP73_ true17,truth ,female
BRI_WILTY_EP61_lie_23,deception,Male
BRI_WILTY_EP68_lie_17,Deception,Male
BRI_WILTY_EP59_truth_5,truth,male
LS_WILTY_EP76_true8,truth,male
LS_WILTY_EP75_lie5,lie,male 
BRI_WILTY_EP62_lie_26,Deception,Male
BRI_WILTY_EP61_truth_9,truth,Female 
BRI_WILTY_EP62_lie_14,Deception,Male
BRI_WILTY_EP66_truth_14,Truth,Male
BRI_WILTY_EP69_truth_26,Truth,Male
BRI_WILTY_EP64_lie_24,Deception,Male 
BRI_WILTY_EP63_truth_14,Truth,Male
BRI_WILTY_EP69_lie_16,Deception,Male
BRI_WILTY_EP65_lie_12,Deception,Male
BRI_WILTY_EP57_truth_12,truth,male
